"","FID","site_id","name","lon","lat","ONIMI","OKOOD","MNIMI","MKOOD","lau2","lon_cntr","lat_cntr"
"604",603,666,"TERAS",24.63611389,59.42638333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"605",604,98,"GAAS",24.74833056,59.42778056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"606",605,167,"KAJA",24.66629444,59.40415556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"607",606,599,"SELVE",24.66584444,59.41165833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"608",607,506,"PRITS",24.76382778,59.43522222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"609",608,53,"CPLAZ",24.75811944,59.43471667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"610",609,186,"KARJA",24.7465,59.43668889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"611",610,197,"KAUBA",24.75711944,59.434725,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"612",611,321,"LHALL",24.75309722,59.44663056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"613",612,773,"VIRU",24.74839167,59.4369,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"614",613,18,"ALGOR",24.64199167,59.39430833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"615",614,38,"ASTAN",24.63846667,59.40452778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"616",615,162,"KADAK",24.64554444,59.40166389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"617",616,297,"LADA",24.65691389,59.40598056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"618",617,122,"HOTAL",24.73194722,59.43533056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"619",618,341,"LOSSI",24.73728333,59.43581389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"620",619,423,"NUNNE",24.74083056,59.43943889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"621",620,611,"SNELL",24.73693889,59.43944167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"622",621,681,"TOOMP",24.74021667,59.43713333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"623",622,881,"SBOCK",24.74029167,59.43810556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"624",623,646,"TAMMS",24.67499444,59.40611389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"625",624,376,"MERIV",24.84522222,59.48646667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"626",625,406,"MUULI",24.82889167,59.49277222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"627",626,486,"PIRRA",24.83110833,59.47221944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"628",627,488,"PIRTF",24.83826389,59.47106389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"629",628,516,"PUSPA",24.8237,59.46486389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"630",629,304,"LAITN",24.74610556,59.43888889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"631",630,509,"PUHAV",24.74723056,59.43871944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"632",631,67,"ELME",24.72639167,59.44915833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"633",632,121,"HOSPI",24.75471667,59.42888333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"634",633,246,"KOHTU",24.75138333,59.42805833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"635",634,334,"LLAOD",24.72639444,59.38472222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"636",635,358,"MAINO",24.77165833,59.43333889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"637",636,381,"MIIDU",24.82972778,59.49583056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"638",637,394,"MPOIK",24.67950278,59.46169167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"639",638,445,"PAGAR",24.74805278,59.44082222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"640",639,455,"PALJA",24.70822222,59.46060556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"641",640,542,"RAUA",24.76889167,59.43555278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"642",641,580,"SADOL",24.77666667,59.43416667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"643",642,664,"TELE",24.77118889,59.43428056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"644",643,716,"UUSTN",24.74834167,59.43944167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"645",644,745,"VASE",24.77249167,59.43666389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"646",645,672,"TISKR",24.55588056,59.43615556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"647",646,139,"JAKOB",24.76833611,59.43193889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"648",647,151,"JUHKE",24.76704722,59.42878056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"649",648,489,"PIRTV",24.88741667,59.47125556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"650",649,523,"RADIS",24.75777778,59.43341667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"651",650,685,"TORNI",24.76028333,59.43444167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"652",651,756,"VIIMS",24.84313333,59.49485556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"653",652,791,"VOSA",24.85181944,59.48216389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"654",653,796,"YHISP",24.76139167,59.43444444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"655",654,831,"KAKSI",24.76083056,59.43305556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"656",655,325,"LIIMI",24.69389444,59.42083333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"657",656,388,"MMTEE",24.69065833,59.41533056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"658",657,521,"RAAMA",24.73905,59.4304,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"659",658,568,"ROOSI",24.74360833,59.43027778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"660",659,84,"ESTEL",24.72831667,59.43943889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"661",660,132,"ILMAR",24.70306667,59.42668333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"662",661,199,"KAUGE",24.71388333,59.43444167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"663",662,353,"MADAR",24.72155,59.43019167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"664",663,548,"RIKS",24.70541389,59.43633889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"665",664,587,"SALME",24.72973889,59.44480556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"666",665,619,"SOSTR",24.70412222,59.42332222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"667",666,31,"ARIKE",24.74361389,59.43444167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"668",667,307,"LAKI",24.679375,59.42165556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"669",668,47,"BAMAN",24.70423056,59.45152222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"670",669,62,"EHTE",24.69981667,59.44450278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"671",670,169,"KAKUM",24.59024167,59.44810556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"672",671,292,"KYBER",24.66084444,59.39795278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"673",672,370,"MASIN",24.7194,59.44600278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"674",673,529,"RAJA",24.66278056,59.39253056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"675",674,558,"RMTEE",24.61041667,59.42989167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"676",675,559,"ROCCA",24.63747778,59.43155278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"677",676,632,"SYSTA",24.66439444,59.45763889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"678",677,669,"THEKA",24.65305833,59.39222778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"679",678,766,"VILMS",24.77446667,59.43824722,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"680",679,785,"VOLTA",24.72028056,59.45028056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"681",680,854,"ITKOL",24.66424167,59.39532222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"682",681,861,"HEINA",24.71806389,59.44194444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"683",682,870,"SPRAT",24.60139167,59.44944167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"684",683,871,"STAND",24.71139167,59.44833056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"685",684,6,"AGRO",24.88213333,59.46288333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"686",685,253,"KOMME",24.70999167,59.41416667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"687",686,350,"LVORM",24.86972778,59.45416389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"688",687,477,"PESEM",24.71999167,59.41471667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"689",688,826,"VUTI",24.708,59.41660833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"690",689,879,"ARISO",24.71110833,59.41555556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"691",690,48,"BEKER",24.67285556,59.45208056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"692",691,183,"KARI",24.69068333,59.44611389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"693",692,261,"KOPLI",24.67304444,59.45805278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"694",693,359,"MALEV",24.68805278,59.45546944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"695",694,613,"SOLE",24.69889444,59.44944167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"696",695,902,"PELGU",24.68332778,59.45110556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"697",696,271,"KPOEG",24.82916667,59.43721667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"698",697,515,"PUSEL",24.84071389,59.43516667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"699",698,45,"BALPA",24.84878056,59.41885556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"700",699,885,"ELQOT",24.83305833,59.43055833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"701",700,88,"FANAL",24.61111389,59.39389167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"702",701,258,"KOORT",24.83004167,59.44133056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"703",702,385,"MKASE",24.81834444,59.45714167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"704",703,440,"PAASI",24.84805833,59.44861389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"705",704,473,"PAVIL",24.80805556,59.44999444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"706",705,492,"PKOSE",24.84888333,59.45494444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"707",706,779,"VMOLD",24.615275,59.36194167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"708",707,860,"FILMI",24.78083056,59.44083056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"709",708,898,"MELIK",24.83443889,59.45028056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"710",709,78,"EOK",24.79966389,59.44546667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"711",710,164,"KADRI",24.78375556,59.43738333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"712",711,279,"KUMU",24.79666667,59.43638056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"713",712,896,"LIIOJ",24.78472778,59.44138333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"714",713,602,"SIILI",24.70415556,59.40944167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"715",714,673,"TMAJA",24.75913056,59.4365,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"716",715,707,"TYVE",24.71415556,59.40693889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"717",716,124,"HRX",24.741225,59.44863056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"718",717,191,"KASAD",24.74888333,59.44499167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"719",718,242,"KODE",24.74869444,59.44208056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"720",719,557,"RMETS",24.73275556,59.38821667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"721",720,631,"SUVA",24.74026944,59.44278056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"722",721,943,"DELPL",24.730562,59.402496,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"723",722,949,"JAHUT",24.74416667,59.44527778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"724",723,59,"EEKAD",24.67178056,59.41541667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"725",724,104,"HABER",24.64443056,59.41916667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"726",725,114,"HARKU",24.63778056,59.41194167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"727",726,426,"OISMA",24.65645556,59.41347778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"728",727,600,"SHALL",24.64749167,59.42554722,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"729",728,782,"VOIDU",24.71165833,59.37499167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"730",729,987,"TEEEH",24.65277778,59.41777778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"731",730,109,"HANSA",24.74583333,59.42721944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"732",731,343,"LUHA",24.73860833,59.42554444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"733",732,374,"MERAK",24.85905556,59.44715,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"734",733,377,"METRO",24.75513056,59.43971667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"735",734,479,"PETER",24.85,59.43027222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"736",735,502,"POSTI",24.75610833,59.43776944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"737",736,505,"PRINT",24.74574722,59.42553333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"738",737,617,"SOPRU",24.68560833,59.39880556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"739",738,688,"TOSEL",24.71470556,59.40361667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"740",739,709,"UJULA",24.75111389,59.43971944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"741",740,760,"VIKER",24.84556389,59.43888889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"742",741,761,"VIKES",24.75586389,59.43608333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"743",742,794,"WWPAS",24.75058056,59.43719167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"744",743,834,"SAMER",24.74027778,59.42777778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"745",744,942,"BYROO",24.86444444,59.43305556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"746",745,958,"MPLAZ",24.75388889,59.4375,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"747",746,972,"RAHMI",24.73972222,59.42694444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"748",747,12,"AHTRI",24.75832222,59.43982222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"749",748,51,"CENTR",24.7613,59.43813889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"750",749,76,"ENDLA",24.73126667,59.42897222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"751",750,83,"ESKAB",24.76538056,59.43785278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"752",751,93,"FOREX",24.76262778,59.43754444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"753",752,268,"KOTKA",24.72831944,59.41978333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"754",753,273,"KRIST",24.72360278,59.42721667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"755",754,329,"LILLE",24.72233056,59.41876667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"756",755,433,"OPTIV",24.76400556,59.43769167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"757",756,474,"PEDAK",24.76975278,59.43851667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"758",757,579,"SADAM",24.75953056,59.44340556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"759",758,743,"VASAD",24.77026944,59.44360556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"760",759,830,"TTYL",24.67110556,59.39610556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"761",760,836,"JALKA",24.73261667,59.42193889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"762",761,872,"TIHAS",24.71304722,59.42388333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"763",762,905,"PRIIS",24.88889167,59.45277778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"764",763,939,"ADMIR",24.76166667,59.43888889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"765",764,944,"FORUM",24.75833333,59.43777778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"766",765,992,"TULIK",24.72527778,59.42361111,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"767",766,441,"PAASK",24.63104167,59.36184167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"768",767,497,"POLLU",24.6454,59.36781944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"769",768,813,"TUNGL",24.66027778,59.36777778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"770",769,948,"HIIUH",24.67916667,59.37277778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"771",770,73,"EMTO",24.80526944,59.43889167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"772",771,89,"FARMA",24.729775,59.40944444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"773",772,213,"KELLU",24.72860556,59.40416667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"774",773,546,"RGR",24.82289167,59.42914722,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"775",774,819,"PAE",24.82093056,59.43552778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"776",775,961,"NORCO",24.7325,59.40666667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"777",776,20,"ALMAR",24.66432778,59.42784444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"778",777,536,"RAMKO",24.65026389,59.43119167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"779",778,556,"RMARE",24.65198333,59.42636389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"780",779,749,"VEEPJ",24.77518333,59.41933056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"781",780,865,"LOOMA",24.65861389,59.42277778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"782",781,941,"AUDIT",24.65583333,59.42694444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"783",782,328,"LIIVA",24.76110556,59.43027222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"784",783,387,"MMAJA",24.75943333,59.43194167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"785",784,430,"OLYMP",24.75776944,59.42999444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"786",785,621,"SRV",24.76008333,59.43260556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"787",786,623,"STOCK",24.762075,59.43258611,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"788",787,962,"NORDE",24.76027778,59.43138889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"789",788,87,"FAHLE",24.78027222,59.42471944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"790",789,195,"KATUS",24.78409444,59.42855833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"791",790,332,"LIVIK",24.77832778,59.42666389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"792",791,364,"MARAT",24.77313889,59.43005833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"793",792,409,"MYYRI",24.7481,59.43562778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"794",793,544,"RAVAL",24.75393056,59.43469444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"795",794,686,"TORUS",24.78084444,59.432,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"796",795,798,"YLARI",24.79194167,59.42416667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"797",796,1010,"RKASL",24.78166667,59.4275,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"798",797,49,"BLRT",24.66111667,59.46305556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"799",798,234,"KIVIL",24.87416667,59.44721944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"800",799,44,"BALBI",24.74776667,59.37305278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"801",800,179,"KARBE",24.88741667,59.44546944,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"802",801,362,"MANNI",24.72806389,59.37305556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"803",802,417,"NISSA",24.87331667,59.43666667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"804",803,458,"PANEL",24.86694444,59.42804722,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"805",804,543,"RAUDA",24.76444167,59.36280278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"806",805,1009,"RDALU",24.75638889,59.37,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"807",806,1012,"RAADI",24.88444444,59.44,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"808",807,117,"HIIU",24.67925278,59.37288333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"809",808,235,"KIVIM",24.65639167,59.38054722,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"810",809,401,"MUSKO",24.66193333,59.37250556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"811",810,629,"SUUSA",24.66989167,59.38813056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"812",811,718,"VABAK",24.70055278,59.38055556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"813",812,723,"VALDE",24.69221389,59.38416389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"814",813,960,"NOMKI",24.68305556,59.38805556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"815",814,977,"SERVA",24.68972222,59.37277778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"816",815,1007,"NKASE",24.68333333,59.38055556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"817",816,55,"DVIGA",24.81474444,59.42225833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"818",817,81,"EPOST",24.79314167,59.43023889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"819",818,91,"FERME",24.80305278,59.44638056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"820",819,99,"GLASK",24.80896944,59.42747778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"821",820,335,"LLAVA",24.80689167,59.44406667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"822",821,436,"OSTEN",24.73832222,59.41388889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"823",822,508,"PSILD",24.79832778,59.435,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"824",823,875,"VALGE",24.81333333,59.44360833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"825",824,964,"PAALA",24.81222222,59.4325,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"826",825,967,"PITEE",24.80666667,59.44916667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"827",826,1024,"VPAAL",24.80805556,59.42722222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"828",827,82,"ERIC",24.73471667,59.40330278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"829",828,371,"MEDIC",24.73388889,59.40666667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"830",829,482,"PIIKO",24.73400556,59.40464444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
