"","FID","site_id","name","lon","lat","ONIMI","OKOOD","MNIMI","MKOOD","lau2","lon_cntr","lat_cntr"
"141",140,759,"VIITN",25.99110833,59.45916944,"Kadrina vald",272,"Lääne-Viru maakond",59,272,26.0480668662,59.3711160051
"142",141,832,"HULJA",26.21138056,59.355,"Kadrina vald",272,"Lääne-Viru maakond",59,272,26.0480668662,59.3711160051
"143",142,39,"ASTE",22.46056667,58.33444167,"Kaarma vald",270,"Saare maakond",74,270,22.4795597872,58.3319825545
"144",143,64,"EIKLA",22.51749444,58.42472222,"Kaarma vald",270,"Saare maakond",74,270,22.4795597872,58.3319825545
"145",144,415,"NASVA",22.37276944,58.22360833,"Kaarma vald",270,"Saare maakond",74,270,22.4795597872,58.3319825545
"146",145,1035,"MRATS",22.56416667,58.24,"Kaarma vald",270,"Saare maakond",74,270,22.4795597872,58.3319825545
"147",146,605,"SIMUN",26.39138889,59.04526944,"Väike-Maarja vald",926,"Lääne-Viru maakond",59,926,26.3256795348,59.0731374093
"148",147,56,"EBAVE",26.25609722,59.09693889,"Väike-Maarja vald",926,"Lääne-Viru maakond",59,926,26.3256795348,59.0731374093
"149",148,778,"VMAAR",26.23860833,59.12443889,"Väike-Maarja vald",926,"Lääne-Viru maakond",59,926,26.3256795348,59.0731374093
"150",149,184,"KARIL",26.93278889,58.15776944,"Vastse-Kuuste vald",872,"Põlva maakond",65,872,26.9558111159,58.1699521452
"151",150,223,"KIIDJ",27.02110556,58.12333056,"Vastse-Kuuste vald",872,"Põlva maakond",65,872,26.9558111159,58.1699521452
"152",151,317,"LENJU",24.82679444,59.40991389,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"153",152,601,"SHENK",24.81721667,59.40693889,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"154",153,34,"ARVAL",25.01896944,59.24969444,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"155",154,722,"VAIDA",24.97500278,59.27971389,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"156",155,472,"PATIQ",24.92471667,59.31471944,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"157",156,864,"LAIKE",24.82250278,59.39971667,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"158",157,974,"RETIT",24.82833333,59.38611111,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"159",158,340,"LOOPE",24.85678889,59.39315833,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"160",159,889,"JYFCC",24.89694167,59.34832778,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"161",160,863,"KULDA",24.80471389,59.40388333,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"162",161,37,"ASSKU",24.82522222,59.3725,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"163",162,719,"VAGEV",24.80371111,59.39417778,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"164",163,156,"JYRI",24.89944167,59.36193889,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"165",164,157,"JYRKA",24.91973889,59.35750556,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"166",165,300,"LAGED",24.91943333,59.40444167,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"167",166,979,"SLEEP",24.88194444,59.36777778,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"168",167,1022,"VAADI",24.93972222,59.37361111,"Rae vald",653,"Harju maakond",37,653,24.9518409711,59.3338931726
"169",168,450,"PALA",27.01083056,58.69639167,"Pala vald",576,"Jõgeva maakond",49,576,27.0129969993,58.6909099391
"170",169,481,"PIIBU",27.04860556,58.74833056,"Pala vald",576,"Jõgeva maakond",49,576,27.0129969993,58.6909099391
"171",170,717,"VAATS",25.45027778,58.88388889,"Väätsa vald",937,"Järva maakond",51,937,25.3964741433,58.9289877503
"172",171,244,"KOERU",26.05638056,58.97472222,"Koeru vald",314,"Järva maakond",51,314,26.0275605435,58.9299699965
"173",172,134,"IMAVE",25.75778889,58.74777778,"Imavere vald",234,"Järva maakond",51,234,25.7501896391,58.7569723628
"174",173,841,"AVERE",25.9075,58.71194444,"Põltsamaa vald",616,"Jõgeva maakond",49,616,26.0095928999,58.6444906043
"175",174,348,"LUSTI",26.09499444,58.66305278,"Põltsamaa vald",616,"Jõgeva maakond",49,616,26.0095928999,58.6444906043
"176",175,1051,"KAMAR",25.99707222,58.59725278,"Põltsamaa vald",616,"Jõgeva maakond",49,616,26.0095928999,58.6444906043
"177",176,178,"KANTK",26.64209444,58.81951667,"Torma vald",810,"Jõgeva maakond",49,810,26.6729265486,58.8654364688
"178",177,990,"TORMQ",26.72694444,58.82361111,"Torma vald",810,"Jõgeva maakond",49,810,26.6729265486,58.8654364688
"179",178,1036,"SADAL",26.60805556,58.85666667,"Torma vald",810,"Jõgeva maakond",49,810,26.6729265486,58.8654364688
"180",179,354,"MAEKU",25.75558056,58.89574167,"Paide vald",565,"Järva maakond",51,565,25.5742738611,58.9563418757
"181",180,24,"ANNA",25.55000556,59.03333056,"Paide vald",565,"Järva maakond",51,565,25.5742738611,58.9563418757
"182",181,363,"MAO",25.61388333,58.91083056,"Paide vald",565,"Järva maakond",51,565,25.5742738611,58.9563418757
"183",182,770,"VIRAK",25.52500556,58.91361389,"Paide vald",565,"Järva maakond",51,565,25.5742738611,58.9563418757
"184",183,906,"PURDI",25.60597222,58.97459167,"Paide vald",565,"Järva maakond",51,565,25.5742738611,58.9563418757
"185",184,636,"TABIV",26.59305278,58.55138056,"Tabivere vald",773,"Jõgeva maakond",49,773,26.6450420263,58.5820163316
"186",185,352,"MAAJA",26.76334444,58.61749722,"Tabivere vald",773,"Jõgeva maakond",49,773,26.6450420263,58.5820163316
"187",186,975,"SAARM",26.81555556,58.72361111,"Saare vald",713,"Jõgeva maakond",49,713,26.8189077515,58.7212613235
"188",187,396,"MULLA",26.59472778,58.60721944,"Palamuse vald",578,"Jõgeva maakond",49,578,26.5802040503,58.6610106034
"189",188,456,"PALMU",26.60582778,58.69360556,"Palamuse vald",578,"Jõgeva maakond",49,578,26.5802040503,58.6610106034
"190",189,581,"SADUK",26.29221944,58.67888333,"Puurmani vald",611,"Jõgeva maakond",49,611,26.2738059787,58.5865757379
"191",190,517,"PUURQ",26.28444167,58.57499444,"Puurmani vald",611,"Jõgeva maakond",49,611,26.2738059787,58.5865757379
"192",191,264,"KORKY",26.01777778,58.78721389,"Pajusi vald",573,"Jõgeva maakond",49,573,26.0942441503,58.760521476
"193",192,1038,"VAGAR",26.21472222,58.73166667,"Pajusi vald",573,"Jõgeva maakond",49,573,26.0942441503,58.760521476
"194",193,955,"KURMA",26.53833333,58.73722222,"Jõgeva vald",248,"Jõgeva maakond",49,248,26.3858342363,58.7944971011
"195",194,306,"LAIUS",26.49665833,58.78333333,"Jõgeva vald",248,"Jõgeva maakond",49,248,26.3858342363,58.7944971011
"196",195,147,"JOGEV",26.36194444,58.73833333,"Jõgeva vald",248,"Jõgeva maakond",49,248,26.3858342363,58.7944971011
"197",196,215,"KERDE",26.29264167,58.84896667,"Jõgeva vald",248,"Jõgeva maakond",49,248,26.3858342363,58.7944971011
"198",197,711,"ULVI",26.60860556,59.32305556,"Rägavere vald",702,"Lääne-Viru maakond",59,702,26.6471912895,59.3116380834
"199",198,322,"LIBA",24.46916667,58.65749167,"Halinga vald",188,"Pärnu maakond",67,188,24.4808297484,58.6210534846
"200",199,1002,"VAHEN",24.36777778,58.625,"Halinga vald",188,"Pärnu maakond",67,188,24.4808297484,58.6210534846
"201",200,105,"HALIQ",24.51471667,58.60194167,"Halinga vald",188,"Pärnu maakond",67,188,24.4808297484,58.6210534846
"202",201,438,"PAARD",24.41278056,58.76861389,"Vigala vald",884,"Rapla maakond",70,884,24.2996619838,58.7367440673
"203",202,793,"VVIGA",24.26304722,58.75082222,"Vigala vald",884,"Rapla maakond",70,884,24.2996619838,58.7367440673
"204",203,921,"VIGAQ",24.39526944,58.70611111,"Vigala vald",884,"Rapla maakond",70,884,24.2996619838,58.7367440673
"205",204,553,"RITSU",25.84596667,58.03417778,"Helme vald",203,"Valga maakond",82,203,25.8072478261,57.9848197155
"206",205,687,"TORVA",25.93639444,57.99249167,"Helme vald",203,"Valga maakond",82,203,25.8072478261,57.9848197155
"207",206,634,"TAAGE",25.70506667,58.00733333,"Helme vald",203,"Valga maakond",82,203,25.8072478261,57.9848197155
"208",207,165,"KAINA",22.77583333,58.83055556,"Käina vald",368,"Hiiu maakond",39,368,22.7229949782,58.836709045
"209",208,2,"AADMA",22.65482778,58.80254722,"Käina vald",368,"Hiiu maakond",39,368,22.7229949782,58.836709045
"210",209,192,"KASSA",22.83027778,58.78749167,"Käina vald",368,"Hiiu maakond",39,368,22.7229949782,58.836709045
"211",210,547,"RIISI",24.32193889,59.12471944,"Nissi vald",518,"Harju maakond",37,518,24.2382004188,59.1080023858
"212",211,700,"TURBA",24.19810556,59.06888889,"Nissi vald",518,"Harju maakond",37,518,24.2382004188,59.1080023858
"213",212,918,"TUREE",24.24166389,59.07749722,"Nissi vald",518,"Harju maakond",37,518,24.2382004188,59.1080023858
"214",213,431,"ONGU",22.46455556,58.84656667,"Emmaste vald",175,"Hiiu maakond",39,175,22.5591335357,58.7747159399
"215",214,71,"EMMAS",22.56666389,58.71971389,"Emmaste vald",175,"Hiiu maakond",39,175,22.5591335357,58.7747159399
"216",215,1000,"EMMAA",22.59888889,58.70416667,"Emmaste vald",175,"Hiiu maakond",39,175,22.5591335357,58.7747159399
"217",216,170,"KALAN",22.10861389,58.921675,"Kõrgessaare vald",392,"Hiiu maakond",39,392,22.4813018675,58.9479318366
"218",217,219,"KIDAS",22.61999167,59.00860556,"Kõrgessaare vald",392,"Hiiu maakond",39,392,22.4813018675,58.9479318366
"219",218,262,"KOPU",22.19805556,58.91860833,"Kõrgessaare vald",392,"Hiiu maakond",39,392,22.4813018675,58.9479318366
"220",219,263,"KORGE",22.49471944,58.97583056,"Kõrgessaare vald",392,"Hiiu maakond",39,392,22.4813018675,58.9479318366
"221",220,345,"LUIDJ",22.39555556,58.92054444,"Kõrgessaare vald",392,"Hiiu maakond",39,392,22.4813018675,58.9479318366
"222",221,295,"LAAGR",24.60833056,59.34916667,"Saue vald",727,"Harju maakond",37,727,24.5322818364,59.286018621
"223",222,648,"TAMRO",24.62443889,59.34583056,"Saue vald",727,"Harju maakond",37,727,24.5322818364,59.286018621
"224",223,3,"AASMA",24.48944444,59.24138889,"Saue vald",727,"Harju maakond",37,727,24.5322818364,59.286018621
"225",224,222,"KIIA",24.49055556,59.36244167,"Saue vald",727,"Harju maakond",37,727,24.5322818364,59.286018621
"226",225,833,"HYYRU",24.55749167,59.38360833,"Saue vald",727,"Harju maakond",37,727,24.5322818364,59.286018621
"227",226,1047,"BELEM",24.54194444,59.40666667,"Saue vald",727,"Harju maakond",37,727,24.5322818364,59.286018621
"228",227,884,"DSV",24.62056389,59.33944167,"Saku vald",718,"Harju maakond",37,718,24.6988650156,59.2833292757
"229",228,360,"MANKY",24.69150278,59.33668889,"Saku vald",718,"Harju maakond",37,718,24.6988650156,59.2833292757
"230",229,923,"YKSNU",24.61555,59.28444444,"Saku vald",718,"Harju maakond",37,718,24.6988650156,59.2833292757
"231",230,950,"JOGIS",24.53833333,59.28416667,"Saku vald",718,"Harju maakond",37,718,24.6988650156,59.2833292757
"232",231,378,"METSA",24.66764167,59.26639444,"Saku vald",718,"Harju maakond",37,718,24.6988650156,59.2833292757
"233",232,585,"SAKU",24.66805278,59.30110833,"Saku vald",718,"Harju maakond",37,718,24.6988650156,59.2833292757
"234",233,855,"KASUL",24.68583056,59.23860833,"Saku vald",718,"Harju maakond",37,718,24.6988650156,59.2833292757
"235",234,989,"TODVA",24.739479,59.282377,"Saku vald",718,"Harju maakond",37,718,24.6988650156,59.2833292757
"236",235,205,"KEHRA",25.3236,59.33555556,"Anija vald",140,"Harju maakond",37,140,25.4558104801,59.3107524694
"237",236,616,"SOODL",25.42670278,59.37182222,"Anija vald",140,"Harju maakond",37,140,25.4558104801,59.3107524694
"238",237,485,"PILLA",25.57097778,59.35984167,"Anija vald",140,"Harju maakond",37,140,25.4558104801,59.3107524694
"239",238,17,"ALAVE",25.33424722,59.25387778,"Anija vald",140,"Harju maakond",37,140,25.4558104801,59.3107524694
"240",239,741,"VARST",26.66723056,57.64305833,"Varstu vald",865,"Võru maakond",86,865,26.72668232,57.6451564545
"241",240,218,"KERNU",24.49971389,59.13693889,"Kernu vald",297,"Harju maakond",37,297,24.4314044575,59.1689992627
"242",241,305,"LAITS",24.37583056,59.19389167,"Kernu vald",297,"Harju maakond",37,297,24.4314044575,59.1689992627
"243",242,419,"NOARO",23.48110833,59.02943889,"Noarootsi vald",520,"Lääne maakond",57,520,23.5817434761,59.0971187124
"244",243,698,"TUKSI",23.53166667,59.16833056,"Noarootsi vald",520,"Lääne maakond",57,520,23.5817434761,59.0971187124
"245",244,982,"SUTLE",23.59777778,59.06111111,"Noarootsi vald",520,"Lääne maakond",57,520,23.5817434761,59.0971187124
"246",245,750,"VERGI",26.09999444,59.60055556,"Vihula vald",887,"Lääne-Viru maakond",59,887,26.0851333592,59.5393460708
"247",246,792,"VOSU",25.98138333,59.57944167,"Vihula vald",887,"Lääne-Viru maakond",59,887,26.0851333592,59.5393460708
"248",247,65,"EISMA",26.28555556,59.55888889,"Vihula vald",887,"Lääne-Viru maakond",59,887,26.0851333592,59.5393460708
"249",248,181,"KAREP",26.36736667,59.54013056,"Vihula vald",887,"Lääne-Viru maakond",59,887,26.0851333592,59.5393460708
"250",249,754,"VIHUQ",26.12945556,59.54683056,"Vihula vald",887,"Lääne-Viru maakond",59,887,26.0851333592,59.5393460708
"251",250,852,"ESSU",26.36973056,59.42416389,"Haljala vald",190,"Lääne-Viru maakond",59,190,26.2476508743,59.4492624683
"252",251,106,"HALJA",26.22888333,59.45555278,"Haljala vald",190,"Lääne-Viru maakond",59,190,26.2476508743,59.4492624683
"253",252,107,"HALSO",26.27055556,59.42805556,"Haljala vald",190,"Lääne-Viru maakond",59,190,26.2476508743,59.4492624683
"254",253,1025,"AASPE",26.1325,59.44138889,"Haljala vald",190,"Lääne-Viru maakond",59,190,26.2476508743,59.4492624683
"255",254,651,"TAPA",25.98776667,59.25971944,"Tapa vald",790,"Lääne-Viru maakond",59,790,25.8669577976,59.2416944868
"256",255,652,"TAPAK",25.96499444,59.26110556,"Tapa vald",790,"Lääne-Viru maakond",59,790,25.8669577976,59.2416944868
"257",256,985,"TAPKV",25.95333333,59.245,"Tapa vald",790,"Lääne-Viru maakond",59,790,25.8669577976,59.2416944868
"258",257,313,"LEHTM",25.64166389,59.22777222,"Tapa vald",790,"Lääne-Viru maakond",59,790,25.8669577976,59.2416944868
"259",258,314,"LEHTS",25.82774444,59.24911389,"Tapa vald",790,"Lääne-Viru maakond",59,790,25.8669577976,59.2416944868
"260",259,1014,"JMOIS",25.68277778,59.24388889,"Tapa vald",790,"Lääne-Viru maakond",59,790,25.8669577976,59.2416944868
"261",260,530,"RAKEQ",26.26055556,58.97472222,"Rakke vald",660,"Lääne-Viru maakond",59,660,26.2695204553,58.9595199933
"262",261,74,"EMU",26.37055833,58.94471667,"Rakke vald",660,"Lääne-Viru maakond",59,660,26.2695204553,58.9595199933
"263",262,190,"KARU",23.89361667,58.54721667,"Varbla vald",863,"Pärnu maakond",67,863,23.8129851148,58.4584799599
"264",263,735,"VARBL",23.72055278,58.44277222,"Varbla vald",863,"Pärnu maakond",67,863,23.8129851148,58.4584799599
"265",264,1028,"PARLS",23.74472222,58.37388889,"Varbla vald",863,"Pärnu maakond",67,863,23.8129851148,58.4584799599
"266",265,298,"LAEKV",26.51999722,59.07610833,"Laekvere vald",381,"Lääne-Viru maakond",59,381,26.6399720375,59.0570335364
"267",266,997,"VENEV",26.70611111,59.00944444,"Laekvere vald",381,"Lääne-Viru maakond",59,381,26.6399720375,59.0570335364
"268",267,185,"KARIT",26.30890556,59.28963333,"Rakvere vald",662,"Lääne-Viru maakond",59,662,26.2850498494,59.3222456117
"269",268,320,"LEPNA",26.31625278,59.33546667,"Rakvere vald",662,"Lääne-Viru maakond",59,662,26.2850498494,59.3222456117
"270",269,973,"RARAK",26.33833333,59.36555556,"Rakvere vald",662,"Lääne-Viru maakond",59,662,26.2850498494,59.3222456117
"271",270,1045,"LEPNR",26.29055556,59.33194444,"Rakvere vald",662,"Lääne-Viru maakond",59,662,26.2850498494,59.3222456117
"272",271,7,"AHAST",24.1218,58.50170833,"Audru vald",159,"Pärnu maakond",67,159,24.2251855422,58.4255615021
"273",272,41,"AUDRU",24.31027222,58.41639167,"Audru vald",159,"Pärnu maakond",67,159,24.2251855422,58.4255615021
"274",273,951,"JOOPR",24.32333333,58.47277778,"Audru vald",159,"Pärnu maakond",67,159,24.2251855422,58.4255615021
"275",274,40,"AUDKO",24.35555556,58.41028056,"Audru vald",159,"Pärnu maakond",67,159,24.2251855422,58.4255615021
"276",275,825,"ULLAS",24.43886667,58.42438889,"Audru vald",159,"Pärnu maakond",67,159,24.2251855422,58.4255615021
"277",276,1004,"MMETS",24.41333333,58.39583333,"Audru vald",159,"Pärnu maakond",67,159,24.2251855422,58.4255615021
"278",277,161,"KABRI",24.24776667,58.32666667,"Audru vald",159,"Pärnu maakond",67,159,24.2251855422,58.4255615021
"279",278,682,"TOOTS",24.78744167,58.5865,"Tootsi vald",805,"Pärnu maakond",67,805,24.7926002257,58.5776377062
"280",279,310,"LAVAS",24.37448333,58.51358333,"Lavassaare vald",395,"Pärnu maakond",67,395,24.3760303701,58.5067420213
"281",280,101,"HAADE",24.50887222,58.08055556,"Häädemeeste vald",213,"Pärnu maakond",67,213,24.5528002505,58.0345310154
"282",281,131,"IKLA",24.38277222,57.87666667,"Häädemeeste vald",213,"Pärnu maakond",67,213,24.5528002505,58.0345310154
"283",282,160,"KABLI",24.44613056,57.99744167,"Häädemeeste vald",213,"Pärnu maakond",67,213,24.5528002505,58.0345310154
"284",283,991,"TREIM",24.385,57.91916667,"Häädemeeste vald",213,"Pärnu maakond",67,213,24.5528002505,58.0345310154
"285",284,21,"AMBLA",25.84333333,59.19166389,"Ambla vald",134,"Järva maakond",51,134,25.8359720061,59.1616941601
"286",285,27,"ARAVE",25.75971944,59.14472778,"Ambla vald",134,"Järva maakond",51,134,25.8359720061,59.1616941601
"287",286,827,"REINE",25.96360556,59.16416667,"Ambla vald",134,"Järva maakond",51,134,25.8359720061,59.1616941601
"288",287,301,"LAHTE",26.67471389,58.48054722,"Tartu vald",794,"Tartu maakond",78,794,26.7415817031,58.4772473633
"289",288,748,"VEDU",26.76807778,58.50228056,"Tartu vald",794,"Tartu maakond",78,794,26.7415817031,58.4772473633
"290",289,912,"TATAM",26.90833611,58.43944444,"Tartu vald",794,"Tartu maakond",78,794,26.7415817031,58.4772473633
"291",290,265,"KORVE",26.76876667,58.42334722,"Tartu vald",794,"Tartu maakond",78,794,26.7415817031,58.4772473633
"292",291,721,"VAHIT",26.734225,58.39985833,"Tartu vald",794,"Tartu maakond",78,794,26.7415817031,58.4772473633
"293",292,920,"VAHTP",26.72444167,58.41722222,"Tartu vald",794,"Tartu maakond",78,794,26.7415817031,58.4772473633
"294",293,555,"RLUUL",24.58779167,58.29268889,"Tahkuranna vald",848,"Pärnu maakond",67,848,24.5464435308,58.2387794658
"295",294,715,"UULU",24.58888056,58.24833889,"Tahkuranna vald",848,"Pärnu maakond",67,848,24.5464435308,58.2387794658
"296",295,783,"VOIST",24.4808,58.19780278,"Tahkuranna vald",848,"Pärnu maakond",67,848,24.5464435308,58.2387794658
"297",296,1040,"TAHKU",24.49638889,58.24361111,"Tahkuranna vald",848,"Pärnu maakond",67,848,24.5464435308,58.2387794658
"298",297,16,"ALATS",27.12639167,58.59888333,"Alatskivi vald",126,"Tartu maakond",78,126,27.1125279825,58.6054711115
"299",298,173,"KALLA",27.15909167,58.64866944,"Alatskivi vald",126,"Tartu maakond",78,126,27.1125279825,58.6054711115
"300",299,643,"TAMMA",24.19750278,58.61277778,"Koonga vald",334,"Pärnu maakond",67,334,24.1227847823,58.5845541386
"301",300,684,"TORI",24.83415833,58.48028056,"Tori vald",808,"Pärnu maakond",67,808,24.881108175,58.4803864106
"302",301,598,"SELJA",24.81500833,58.51860556,"Tori vald",808,"Pärnu maakond",67,808,24.881108175,58.4803864106
"303",302,911,"TAALQ",24.76917222,58.44896389,"Tori vald",808,"Pärnu maakond",67,808,24.881108175,58.4803864106
"304",303,128,"IHAMA",26.88165556,58.05526944,"Kõlleste vald",354,"Põlva maakond",65,354,26.8392179678,58.1067256388
"305",304,500,"POPRA",26.76833056,58.16388333,"Kõlleste vald",354,"Põlva maakond",65,354,26.8392179678,58.1067256388
"306",305,176,"KANEQ",26.77139167,57.98583889,"Kanepi vald",285,"Põlva maakond",65,285,26.7597905577,57.9819208971
"307",306,392,"MOOST",27.21972778,58.16666667,"Mooste vald",473,"Põlva maakond",65,473,27.2182673901,58.1701347934
"308",307,245,"KOHIL",24.73054444,59.17028056,"Kohila vald",317,"Rapla maakond",70,317,24.7236090516,59.1579602861
"309",308,504,"PRILL",24.79641389,59.17907778,"Kohila vald",317,"Rapla maakond",70,317,24.7236090516,59.1579602861
"310",309,226,"KIISA",24.67711944,59.21546944,"Kohila vald",317,"Rapla maakond",70,317,24.7236090516,59.1579602861
"311",310,221,"KIHNU",23.97332222,58.12055833,"Kihnu vald",303,"Pärnu maakond",67,303,23.9850546137,58.1293507245
"312",311,689,"TOSTA",23.98888056,58.33583056,"Tõstamaa vald",826,"Pärnu maakond",67,826,24.0449357672,58.3486492967
"313",312,202,"KAVAR",24.19910833,58.27524167,"Tõstamaa vald",826,"Pärnu maakond",67,826,24.0449357672,58.3486492967
"314",313,118,"HIMMA",27.06261667,57.98355556,"Laheda vald",385,"Põlva maakond",65,385,27.0135916826,57.9597104485
"315",314,247,"KOIDU",27.59055556,57.83999444,"Värska vald",934,"Põlva maakond",65,934,27.6561197357,57.900398725
"316",315,578,"SAATS",27.74389167,57.87,"Värska vald",934,"Põlva maakond",65,934,27.6561197357,57.900398725
"317",316,740,"VARSQ",27.61735833,57.95774444,"Värska vald",934,"Põlva maakond",65,934,27.6561197357,57.900398725
"318",317,319,"LEPAS",27.32611667,57.85805278,"Orava vald",547,"Põlva maakond",65,547,27.4346283021,57.8886092523
"319",318,490,"PIUSA",27.47472222,57.84,"Orava vald",547,"Põlva maakond",65,547,27.4346283021,57.8886092523
"320",319,434,"ORAVA",27.47111389,57.92212778,"Orava vald",547,"Põlva maakond",65,547,27.4346283021,57.8886092523
"321",320,383,"MIKIT",27.55444167,58.00526944,"Mikitamäe vald",465,"Põlva maakond",65,465,27.5335268804,58.0112688888
"322",321,540,"RAPIN",27.4475,58.11444167,"Räpina vald",707,"Põlva maakond",65,707,27.3922618734,58.1085708729
"323",322,574,"RUUSA",27.29805556,58.05388333,"Räpina vald",707,"Põlva maakond",65,707,27.3922618734,58.1085708729
"324",323,539,"RAPIK",27.46333056,58.09583056,"Räpina vald",707,"Põlva maakond",65,707,27.3922618734,58.1085708729
"325",324,166,"KAIU",25.05555556,59.01471667,"Kaiu vald",277,"Rapla maakond",70,277,25.1485896778,58.9971213003
"326",325,733,"VAOPE",25.15900833,59.06849444,"Kaiu vald",277,"Rapla maakond",70,277,25.1485896778,58.9971213003
"327",326,720,"VAHAS",25.21249167,58.93805556,"Kaiu vald",277,"Rapla maakond",70,277,25.1485896778,58.9971213003
"328",327,9,"AHJA",27.02777778,58.22333056,"Ahja vald",117,"Põlva maakond",65,117,27.0620522721,58.2054849103
"329",328,940,"AHJAK",27.07083333,58.21027778,"Ahja vald",117,"Põlva maakond",65,117,27.0620522721,58.2054849103
"330",329,22,"AMP",24.84896944,59.52144167,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"331",330,100,"HAABN",24.81583056,59.51499167,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"332",331,382,"MIISA",24.81764167,59.50063889,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"333",332,503,"PRANG",25.01079444,59.63789167,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"334",333,645,"TAMMN",24.89179444,59.54102778,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"335",334,758,"VIISA",24.82972222,59.50805556,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"336",335,407,"MUUSA",24.96079444,59.49099722,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"337",336,674,"TNEEM",24.87972778,59.52888056,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"338",337,755,"VIIMQ",24.84047778,59.50660556,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"339",338,824,"MKAST",24.90055833,59.49139167,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"340",339,520,"PYYNS",24.80527222,59.54277778,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"341",340,561,"ROHTE",24.79639444,59.52833333,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"342",341,562,"ROHUN",24.81084444,59.55999722,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"343",342,1011,"ROHKO",24.79472222,59.555,"Viimsi vald",890,"Harju maakond",37,890,24.7892923114,59.5411908659
"344",343,311,"LEEVI",27.23499444,57.94888889,"Veriora vald",879,"Põlva maakond",65,879,27.299557483,57.9726892462
"345",344,751,"VERIQ",27.33944722,57.99527222,"Veriora vald",879,"Põlva maakond",65,879,27.299557483,57.9726892462
"346",345,729,"VALMA",26.67805278,58.09693889,"Valgjärve vald",856,"Põlva maakond",65,856,26.686268762,58.0883162034
"347",346,957,"MAARI",26.69638889,58.15416667,"Valgjärve vald",856,"Põlva maakond",65,856,26.686268762,58.0883162034
"348",347,554,"RKARU",25.15010556,58.82833333,"Käru vald",375,"Rapla maakond",70,375,25.1515262752,58.8276872302
"349",348,316,"LELLE",24.99500833,58.85999444,"Kehtna vald",292,"Rapla maakond",70,292,24.9203233499,58.8476756522
"350",349,207,"KEHTQ",24.88065556,58.91943889,"Kehtna vald",292,"Rapla maakond",70,292,24.9203233499,58.8476756522
"351",350,63,"EIDAP",24.95033889,58.76651944,"Kehtna vald",292,"Rapla maakond",70,292,24.9203233499,58.8476756522
"352",351,206,"KEHTN",24.82223056,58.89999444,"Kehtna vald",292,"Rapla maakond",70,292,24.9203233499,58.8476756522
"353",352,269,"KPERE",24.83444444,58.95638889,"Kehtna vald",292,"Rapla maakond",70,292,24.9203233499,58.8476756522
"354",353,339,"LOODN",24.24221944,58.90082222,"Märjamaa vald",504,"Rapla maakond",70,504,24.3999444472,58.9045365106
"355",354,366,"MARJA",24.42854167,58.90916667,"Märjamaa vald",504,"Rapla maakond",70,504,24.3999444472,58.9045365106
"356",355,725,"VALGU",24.60485833,58.81823333,"Märjamaa vald",504,"Rapla maakond",70,504,24.3999444472,58.9045365106
"357",356,853,"HAIMR",24.44737222,58.86879444,"Märjamaa vald",504,"Rapla maakond",70,504,24.3999444472,58.9045365106
"358",357,736,"VARBO",24.44526667,59.02250278,"Märjamaa vald",504,"Rapla maakond",70,504,24.3999444472,58.9045365106
"359",358,140,"JARKA",24.81666389,58.78360556,"Järvakandi vald",260,"Rapla maakond",70,260,24.8110770118,58.7784346397
"360",359,296,"LACTO",24.83217222,58.99269444,"Rapla vald",669,"Rapla maakond",70,669,24.725644867,59.0344063535
